,UUID,OBJEKTART,NAME,SPRACHCODE,E,N,"Z,,"
298590,{4824BE2B-AD63-45F6-9E1F-EEBA4D0E9FA8},Haltestelle Bahn,Flamatt,Hochdeutsch inkl. Lokalsprachen,2590923,1193045,"552,,"
239873,{DD9AE55A-F23D-416F-B094-FDDF7FAAB3C7},Flurname swisstopo,Cultira,Rumantsch Grischun inkl. Lokalsprachen,2735867,1174934,"1200,,"
9581,{F9782985-847B-4A91-B267-E01D8EA03390},Landesgrenzstein,13.2/3,k_W,2722385,1094130,"1003,,"
127145,{7D861E05-EBD4-4D4E-8261-F47EE241CD96},Flurname swisstopo,Schlüechtliwald,Hochdeutsch inkl. Lokalsprachen,2752796,1198271,"1061,,"
9698,{49615BB5-1351-4A81-8DEF-191A6693BE1E},Landesgrenzstein,562.4,k_W,2571127,1243189,"743,,"
88077,{C14E9BE7-3315-42A0-8FC3-8C2A88EEE6FE},Flurname swisstopo,Seematta,Hochdeutsch inkl. Lokalsprachen,2637534,1174075,"578,,"
317492,{AAFC0930-B5B0-4551-996B-0E220E1C679A},Haltestelle Bus,"Lohn GR, spv. Lohn",Hochdeutsch inkl. Lokalsprachen,2751811,1167899,"1539,"
22419,{C6C9E40C-2772-4173-92BF-5257B485F47A},Pass,Col du Mérignier,Franzoesisch inkl. Lokalsprachen,2585495,1090890,"3198,,"
8034,{8161649C-355D-47D0-BBB1-D751450F2B58},Landesgrenzstein,137.3,k_W,2596215,1253586,"611,,"
259349,{6A116C13-F086-41AB-A484-EC24A60D1488},Flurname swisstopo,Mittl. Heldholz,Hochdeutsch inkl. Lokalsprachen,2760894,1256409,"777,,"
158016,{286F2787-2081-41C0-AFBD-E10C59AD688B},Flurname swisstopo,Runschberg,Hochdeutsch inkl. Lokalsprachen,2689565,1254290,"459,,"
161223,{60D44414-27C7-4883-9F3A-505EF39F8D87},Flurname swisstopo,Aux Faix,Franzoesisch inkl. Lokalsprachen,2492821,1114759,"422,,"
79725,{118166D8-89F6-4E11-88A6-F89D7F089080},Flurname swisstopo,Seewadel,Hochdeutsch inkl. Lokalsprachen,2666880,1249013,"409,,"
24906,{E64C3B2E-8077-4ABC-9281-680AAFC6C237},Huegel,Rossbööl,Hochdeutsch inkl. Lokalsprachen,2712389,1249930,"848,,"
62577,{EA003F23-BBDA-4CC8-91F8-BD286CC55EB5},Flurname swisstopo,Dô lai Velle,Franzoesisch inkl. Lokalsprachen,2577414,1236564,"960,,"
139850,{09611654-4976-47F0-AE05-3AB1421A75F5},Flurname swisstopo,Ladhueb,Hochdeutsch inkl. Lokalsprachen,2745575,1258886,"593,,"
117404,{AE7ECB19-F304-4CD5-93CF-20F93839AB84},Flurname swisstopo,Groossacker,Hochdeutsch inkl. Lokalsprachen,2678720,1279023,"464,,"
18664,{6132E654-75FB-4AB9-9B12-C18F462BF3DA},Gipfel,Ärgischhoru,Hochdeutsch inkl. Lokalsprachen,2622908,1124770,"2523,,"
10001,{8474EAF2-FBAF-44E5-9FBD-FBFA061265C6},Landesgrenzstein,562.8,k_W,2571015,1243166,"745,,"
295831,{9802F651-0149-44F4-B67E-D963783259F8},Flurname swisstopo,Chänelmatt,Hochdeutsch inkl. Lokalsprachen,2646630,1251155,"379,,"
15778,{2057BBE7-09A8-43A1-8156-B0733764D4B0},Hauptgipfel,Zinerspitz,Hochdeutsch inkl. Lokalsprachen,2745698,1200840,"2502,,"
162101,{EC4B847A-A404-4200-B53D-D769055C436F},Flurname swisstopo,Grand Pré,Franzoesisch inkl. Lokalsprachen,2499362,1129549,"457,,"
127842,{79D9D182-7294-4179-A221-A40ECF3437C8},Flurname swisstopo,Station,Hochdeutsch inkl. Lokalsprachen,2750326,1213275,"487,,"
121058,{E2EB167D-D3CE-4FF1-97D3-70B54640033B},Flurname swisstopo,Loorewis,Hochdeutsch inkl. Lokalsprachen,2673731,1281433,"534,,"
259416,{8001BD6C-48C3-4D2E-969D-FB6DF8C4CE6C},Flurname swisstopo,Plam la Lena,Rumantsch Grischun inkl. Lokalsprachen,2763728,1179775,"2029,,"
211778,{3D29DB68-208B-4FFB-AE81-4E341CF5E698},Flurname swisstopo,Hofine,Hochdeutsch inkl. Lokalsprachen,2647045,1135848,"1379,,"
250238,{275BC963-9F01-4B38-8EA8-A9CEF1671F1B},Flurname swisstopo,Plan Martuoira,Rumantsch Grischun inkl. Lokalsprachen,2809440,1184260,"1559,,"
284615,{3EEAD0C3-4FDF-4C16-91C7-A3CFF307EEB2},Flurname swisstopo,Vorpüls,Hochdeutsch inkl. Lokalsprachen,2753324,1228785,"446,,"
273943,{D9AD2D3E-2277-4112-A17A-CD624209053E},Flurname swisstopo,Birchenholz,Hochdeutsch inkl. Lokalsprachen,2589760,1180793,"877,,"
256688,{820DAB9F-696D-4138-84CC-ADA6CA2338BB},Flurname swisstopo,Vodru Weidä,Hochdeutsch inkl. Lokalsprachen,2623838,1133569,"1568,,"
269472,{CF4934C1-3C01-4938-8466-66FF24E641FD},Flurname swisstopo,Trejewang,Hochdeutsch inkl. Lokalsprachen,2647202,1181779,"1947,,"
279177,{3F3B2451-7C43-4B43-AB02-BCC43E39CAD7},Flurname swisstopo,Riedwald,Hochdeutsch inkl. Lokalsprachen,2579040,1192080,"636,,"
153890,{9E0B0070-B3AB-4D17-8EAE-0BD47FDB7FCA},Flurname swisstopo,Rührets,Hochdeutsch inkl. Lokalsprachen,2683962,1239093,"521,,"
231560,{4141B2B8-E64D-4EAF-8F3D-8D14D9834E19},Flurname swisstopo,El Düréda,Italienisch inkl. Lokalsprachen,2717045,1127885,"847,,"
65984,{60FC8865-F257-40A5-B7CD-17FABBA50FFB},Flurname swisstopo,Wyden,Hochdeutsch inkl. Lokalsprachen,2638262,1165407,"725,,"
129899,{BB67F33B-3FE1-4719-A731-ED37865E3D06},Flurname swisstopo,Hanegg,Hochdeutsch inkl. Lokalsprachen,2722783,1222324,"513,,"
108649,{00D35FE7-8708-4556-B48D-969B39A7D03C},Flurname swisstopo,Chriegacker,Hochdeutsch inkl. Lokalsprachen,2715486,1270643,"413,,"
202840,{74BE35C8-E29A-4CEC-8AAD-44EF389BE9A3},Flurname swisstopo,Damou Vèe,Franzoesisch inkl. Lokalsprachen,2591407,1115420,"910,,"
223159,{DEABC196-16E2-425B-93E2-4C2461DDE1A5},Flurname swisstopo,Bällig,Hochdeutsch inkl. Lokalsprachen,2583094,1216547,"456,,"
291826,{74687C46-4F5B-4B2B-89AC-A71FF01C665C},Flurname swisstopo,Rebgärtli,Hochdeutsch inkl. Lokalsprachen,2772227,1174883,"1838,,"
123917,{78900BEB-16EB-46AF-8548-E6A82C04A27F},Flurname swisstopo,Brassmaswisen,Hochdeutsch inkl. Lokalsprachen,2707763,1225618,"599,,"
268449,{0870558B-05BB-4C48-9294-2060D2CAB980},Flurname swisstopo,Ober Stutz,Hochdeutsch inkl. Lokalsprachen,2643874,1213265,"879,,"
167779,{9247F203-5D76-4F35-808B-071587990921},Flurname swisstopo,Ram,Italienisch inkl. Lokalsprachen,2807935,1124339,"580,,"
77179,{DDB49A1F-0CC8-41F7-9582-655E2FE26DC2},Flurname swisstopo,Gouwlibiel,Hochdeutsch inkl. Lokalsprachen,2661649,1170446,"801,,"
5307,{5DF63E79-0C3C-43B8-82ED-8D4291047599},Gebaeude,Centre de sports de glace du Val-de-Travers,Franzoesisch inkl. Lokalsprachen,2534409,1195272,"742,,"
219,{62B136B7-A782-42F2-98C9-77BD9C3E9560},Gebaeude,Restaurant Almageller-Alp,Hochdeutsch inkl. Lokalsprachen,2642230,1105661,"2194,,"
309046,{2A625A12-F0FB-4842-802A-6EB2BD1CF4C3},Haltestelle Bus,"Stettfurt, Dorfzentrum",Hochdeutsch inkl. Lokalsprachen,2714062,1264850,"474,"
286548,{3AD90D81-CE51-4B97-B61B-17B8AC047FEE},Flurname swisstopo,Christlisch Wis,Hochdeutsch inkl. Lokalsprachen,2757993,1170603,"1403,,"
182129,{502B5F08-0547-438A-B7AF-D2E29986FD2F},Flurname swisstopo,Chräjebrunne,Hochdeutsch inkl. Lokalsprachen,2609126,1202275,"724,,"
35388,{7EFAE09F-0598-44C7-814F-64A2F393A4A2},Lokalname swisstopo,Plan Chailly,Franzoesisch inkl. Lokalsprachen,2557724,1144843,"443,,"
178445,{778CC014-3FB7-4AC1-A777-F14FF3F74D2D},Flurname swisstopo,Got da Cresta Stgoira,Rumantsch Grischun inkl. Lokalsprachen,2762273,1175618,"1457,,"
99391,{14280563-1ECD-4C1F-BFEE-A04A4DF665CD},Lokalname swisstopo,Oberjoch,Hochdeutsch inkl. Lokalsprachen,2647169,1169293,"2482,,"
137960,{D246B62B-7BD7-4C6B-A7FA-ECED0390E15D},Flurname swisstopo,Rietli,Hochdeutsch inkl. Lokalsprachen,2696899,1253226,"561,,"
126467,{A5B8C82D-E2C6-4EF7-A569-55C6C1B98C42},Flurname swisstopo,Vordere Hütten,Hochdeutsch inkl. Lokalsprachen,2744817,1199164,"1707,,"
268973,{60192D2D-A238-4F7B-8A10-7263F1E1D6C4},Flurname swisstopo,Fläcke,Hochdeutsch inkl. Lokalsprachen,2644025,1132052,"852,,"
1585,{6FECC3FE-DFB7-429B-85F0-2974B746D6C5},Gebaeude,Gasthaus Im Plätz,Hochdeutsch inkl. Lokalsprachen,2714136,1209194,"853,,"
111886,{AD11D3F6-3839-4AF1-B41E-14EE2A82C662},Flurname swisstopo,Aspiwise,Hochdeutsch inkl. Lokalsprachen,2725996,1272089,"624,,"
72789,{4D957B4E-A5E9-4FEA-BC30-B500C08CC8DC},Flurname swisstopo,Wageti,Hochdeutsch inkl. Lokalsprachen,2617022,1148467,"1187,,"
128155,{0387D082-7017-4A11-B4D4-D091314180AD},Flurname swisstopo,Ror,Hochdeutsch inkl. Lokalsprachen,2681401,1231595,"568,,"
98657,{C5823EA0-F193-4791-B999-E4AA8DD591D1},Lokalname swisstopo,Bosco,Italienisch inkl. Lokalsprachen,2706599,1120992,"1043,,"
286153,{69E8A5BF-5981-4FA3-9607-12402F788A58},Flurname swisstopo,Buechholde,Hochdeutsch inkl. Lokalsprachen,2635265,1256649,"566,,"
86507,{B22C6A1A-97EB-4036-838C-47F18D7214B1},Flurname swisstopo,Ober Grisige,Hochdeutsch inkl. Lokalsprachen,2664927,1207083,"615,,"
161846,{D30EB005-2461-4D88-9D8C-89B32EADFFCF},Flurname swisstopo,Chez Marta,Franzoesisch inkl. Lokalsprachen,2501908,1113318,"431,,"
167180,{E58D4F88-8B3F-4AD9-8289-D34E8CA4B919},Flurname swisstopo,Strada di Gana,Italienisch inkl. Lokalsprachen,2722082,1079529,"329,,"
54847,{96D1B8E4-5F69-4562-A55E-647282A2CA44},Flurname swisstopo,Springmatte,Hochdeutsch inkl. Lokalsprachen,2583786,1213090,"449,,"
290320,{B105A446-C1ED-4C44-A1AB-7665C1C9DDFC},Flurname swisstopo,Motina,Italienisch inkl. Lokalsprachen,2806730,1127080,"871,,"
215670,{02BAA247-5101-435B-A0E7-D6EFBDB32901},Flurname swisstopo,Heltnitschugge,Hochdeutsch inkl. Lokalsprachen,2624147,1129475,"673,,"
232209,{2CE5F14A-0C3A-4C48-911A-EF86E88035F6},Flurname swisstopo,Zona industriale,Italienisch inkl. Lokalsprachen,2712339,1137837,"332,,"
123548,{0DDE52EA-58B5-4237-A201-A5BB8B62EAEF},Flurname swisstopo,Langmatt,Hochdeutsch inkl. Lokalsprachen,2683330,1212759,"435,,"
232696,{CC0EAC84-3394-4D4D-A3F4-32907FC51AA1},Flurname swisstopo,Porto,Italienisch inkl. Lokalsprachen,2718917,1140255,"407,,"
246089,{CFD98FD1-B6C6-443C-9497-17F8B8D20A83},Flurname swisstopo,Peterlistuck,Hochdeutsch inkl. Lokalsprachen,2782621,1195966,"991,,"
128645,{EB2F3443-1CF5-4D7A-9E3D-7E211FF44209},Flurname swisstopo,Bol,Hochdeutsch inkl. Lokalsprachen,2702738,1243559,"545,,"
262097,{4B3921B2-60B4-4614-A0A1-6B9B8A8EF5AF},Flurname swisstopo,Uf den Flüenen,Hochdeutsch inkl. Lokalsprachen,2790454,1198314,"2300,,"
170946,{21BBDD2E-E712-408D-AE08-B6DB782DC7D9},Flurname swisstopo,Campagna,Italienisch inkl. Lokalsprachen,2705388,1108313,"817,,"
285220,{50CA9A39-01A1-4DDE-8B89-2F853180C598},Flurname swisstopo,Rutzstein,Hochdeutsch inkl. Lokalsprachen,2752579,1225444,"742,,"
209287,{9DAA9CA3-3C1C-4E47-93C1-E3746DB1E89D},Flurname swisstopo,Rüebacher,Hochdeutsch inkl. Lokalsprachen,2625778,1225051,"558,,"
224134,{0C65B93E-C6FB-4098-80CC-B61965A29A17},Flurname swisstopo,Winkel,Hochdeutsch inkl. Lokalsprachen,2616151,1228631,"475,,"
219222,{D721C351-4018-495C-8A0A-0B51BF707F8F},Flurname swisstopo,Derrière le Village,Franzoesisch inkl. Lokalsprachen,2536589,1203890,"1041,,"
286220,{FD487D0F-56AF-4359-AABB-A5F3E180F1C2},Flurname swisstopo,Cheibenacker,Hochdeutsch inkl. Lokalsprachen,2641415,1245589,"382,,"
282009,{8653F40A-65A7-48A5-A761-F94F6F5981A2},Flurname swisstopo,Le Pachard,Franzoesisch inkl. Lokalsprachen,2536104,1161524,"605,,"
258149,{21D1797F-20BA-4C79-9DDD-0E3D8429634E},Flurname swisstopo,Steinigboda,Hochdeutsch inkl. Lokalsprachen,2738298,1157490,"2045,,"
117592,{1F75B46A-4D46-4943-91E4-31F4B89490E5},Flurname swisstopo,Hofwis,Hochdeutsch inkl. Lokalsprachen,2718840,1267840,"573,,"
4732,{F359F7F2-96DF-430E-A1F2-EB9EA7F889BD},Gebaeude,Andwil 300m,Hochdeutsch inkl. Lokalsprachen,2733992,1269735,"477,,"
82506,{406BB234-8394-454A-8D0C-C1E475C93890},Flurname swisstopo,Chräeweid,Hochdeutsch inkl. Lokalsprachen,2667406,1236407,"510,,"
65159,{71810CCC-7FDD-4106-B94B-9550B6F75381},Flurname swisstopo,Ob der Weid,Hochdeutsch inkl. Lokalsprachen,2639848,1238501,"546,,"
259704,{66E7326F-728D-429D-A7F1-69743421E3BB},Flurname swisstopo,Choragada,Hochdeutsch inkl. Lokalsprachen,2761868,1187227,"1468,,"
5330,{6CE5783F-8635-407D-BE3A-BA87BB5CCC9C},Gebaeude,Siat Tuf 300m,Hochdeutsch inkl. Lokalsprachen,2731545,1183750,"1325,,"
286329,{3ADA2F83-179E-413E-ADE3-BAD9BCEC4B35},Flurname swisstopo,Claus,Rumantsch Grischun inkl. Lokalsprachen,2737258,1183579,"765,,"
71815,{254B7A56-6A5C-4DD5-940B-05C5E50BC503},Flurname swisstopo,Fanghubel,Hochdeutsch inkl. Lokalsprachen,2656540,1193009,"1039,,"
318072,{280C46BC-4E23-4F29-B211-F778849757DD},Haltestelle Bus,Süsom Givè (Passhöhe),Mehrsprachig,2818462,1169356,"2148,,"
19999,{4A66D14F-EE93-49ED-BEF9-42D65C4820EE},Pass,Passo di Piotta,Italienisch inkl. Lokalsprachen,2719554,1151099,"2032,,"
30206,{FEFB0583-A9A1-457B-B14B-70DDBD765AAF},Lokalname swisstopo,Le Boutonnay,Franzoesisch inkl. Lokalsprachen,2550623,1172266,"722,,"
98875,{E66998D1-E272-4865-BE9C-00AF6A3E0688},Lokalname swisstopo,Tetto Nuovo,Italienisch inkl. Lokalsprachen,2720611,1129610,"1010,,"
296562,{F487F130-3333-460C-8350-EA32B08C377C},Flurname swisstopo,Bifigmatte,Hochdeutsch inkl. Lokalsprachen,2637307,1220855,"583,,"
251858,{3667092B-207E-4A5D-B0F9-C42A6E38DE18},Flurname swisstopo,Nüenberg,Hochdeutsch inkl. Lokalsprachen,2725942,1217856,"1236,,"
8706,{83BE9626-82F4-4953-B1DA-35DE37B1638E},Landesgrenzstein,38,k_W,2727159,1085503,"1111,,"
243872,{1BD4194D-589A-4250-8390-CC3A1558294B},Flurname swisstopo,Plaunca,Rumantsch Grischun inkl. Lokalsprachen,2736723,1184811,"1220,,"
276321,{6AA70AF0-4CF7-4EBD-8F86-83C2AFFB51DB},Flurname swisstopo,Hinter Brach,Hochdeutsch inkl. Lokalsprachen,2633180,1199982,"849,,"
278417,{72529DEF-749A-484D-8F49-03614D774A02},Flurname swisstopo,Le Chlotte,Franzoesisch inkl. Lokalsprachen,2612148,1119048,"1695,,"
269404,{2A2B09DA-77FB-46C3-92A0-154984B012CC},Flurname swisstopo,Ufe Ritten,Hochdeutsch inkl. Lokalsprachen,2639474,1163960,"1421,,"
189488,{6B406789-ECB5-4055-91CD-F501F1F3560E},Flurname swisstopo,Es Landins d'Avau,Franzoesisch inkl. Lokalsprachen,2563132,1166038,"807,,"
255935,{9FD1A2BD-361F-4FA7-B3A5-52107E4E518D},Flurname swisstopo,Spunda Beala,Rumantsch Grischun inkl. Lokalsprachen,2756904,1162724,"2370,,"
287290,{14DF689D-1C72-455F-AEB1-67FD72779C9D},Flurname swisstopo,Ufem Gläck,Hochdeutsch inkl. Lokalsprachen,2778924,1187588,"2041,,"
190455,{B5983119-818B-43D4-B64A-D72B02BD23B2},Flurname swisstopo,Sinz,Hochdeutsch inkl. Lokalsprachen,2655223,1267259,"571,,"
47627,{83AF00B3-C2AF-4B6A-A3DE-98093C581D76},Flurname swisstopo,Grafewald,Hochdeutsch inkl. Lokalsprachen,2606554,1219016,"477,,"
271387,{8C454396-3619-407F-BFA6-9606DC444436},Flurname swisstopo,Les Rinsures,Franzoesisch inkl. Lokalsprachen,2574359,1229939,"922,,"
169449,{0CD8EF30-B8FD-4E87-9BFF-2CE8737B3034},Flurname swisstopo,Ur Báltigh,Italienisch inkl. Lokalsprachen,2707860,1095452,"434,,"
293561,{A1B8C990-AB63-4A29-97DB-5C10742811E9},Flurname swisstopo,Les Planchamps,Franzoesisch inkl. Lokalsprachen,2583174,1101691,"1005,,"
66834,{DE718097-BBA1-4993-A32F-30FC18E3A180},Flurname swisstopo,Stige,Hochdeutsch inkl. Lokalsprachen,2619542,1167440,"844,,"
136657,{E254FE0E-02D0-4EFD-8D9C-6A3541A9AD13},Flurname swisstopo,In den Reben,Hochdeutsch inkl. Lokalsprachen,2757434,1245108,"496,,"
42849,{5CA6CCCC-373E-47E2-8616-5C58A453B336},Lokalname swisstopo,Sur la Montagne,Franzoesisch inkl. Lokalsprachen,2598081,1233887,"1194,,"
280084,{ED210D42-FF49-4244-B7E4-5E05BA7E6EE1},Flurname swisstopo,Halden,Hochdeutsch inkl. Lokalsprachen,2733062,1232960,"802,,"
273102,{78B68D00-2A73-4C25-9647-7B12830E1847},Flurname swisstopo,Hubelweid,Hochdeutsch inkl. Lokalsprachen,2598925,1187260,"907,,"
160794,{7C2EBEF3-D025-4A01-A36D-C7656E52640E},Flurname swisstopo,Poussy,Franzoesisch inkl. Lokalsprachen,2495981,1118991,"426,,"
137881,{48A6C15B-3276-4E9D-A46B-DB485EE2036F},Flurname swisstopo,Rebacher,Hochdeutsch inkl. Lokalsprachen,2697145,1253861,"590,,"
140333,{C1EE4DEF-B2EB-4BEF-BD02-F24D75CD00CD},Flurname swisstopo,Rieterweg,Hochdeutsch inkl. Lokalsprachen,2677313,1261388,"455,,"
279456,{9284ACAE-1BCC-4754-B381-EE4996D53CF2},Flurname swisstopo,Cernia Derrey,Franzoesisch inkl. Lokalsprachen,2567084,1152871,"1269,,"
285701,{6F4013A6-E194-4342-8F8D-81FB5E094639},Flurname swisstopo,Uf Wuer,Hochdeutsch inkl. Lokalsprachen,2605977,1255269,"529,,"
152790,{4EE079C2-6084-4A80-B0C6-8D464D56051C},Flurname swisstopo,Chürzi,Hochdeutsch inkl. Lokalsprachen,2674331,1268130,"381,,"
197501,{6B8F69E8-BA26-45E6-980A-E6FDB597EEF6},Flurname swisstopo,Tecc de la Fontana,Italienisch inkl. Lokalsprachen,2729552,1128725,"1146,,"
190895,{1808B6F5-94C8-41B9-8300-66F3460A14CD},Flurname swisstopo,Hentschematt,Hochdeutsch inkl. Lokalsprachen,2595318,1180052,"946,,"
165398,{D11A072B-33E5-4ACC-9118-62EC472F8525},Flurname swisstopo,Samarovan,Italienisch inkl. Lokalsprachen,2765732,1134917,"1022,,"
130948,{C91EF178-50E8-43E6-B311-6C5F1ADD6362},Flurname swisstopo,Farnloch,Hochdeutsch inkl. Lokalsprachen,2729167,1232474,"1067,,"
23843,{18BCDD50-1C5E-499C-ABFF-F770180A65C7},Felskopf,Saix de la Calaz,Franzoesisch inkl. Lokalsprachen,2550625,1131227,"2179,,"
262480,{D1B9B598-F949-4CE1-A757-505F76035FB1},Flurname swisstopo,Usser Fäld,Hochdeutsch inkl. Lokalsprachen,2783223,1195740,"1011,,"
120201,{C4AF26EE-A74D-4157-B6B6-027D29457E2B},Flurname swisstopo,Wingetli,Hochdeutsch inkl. Lokalsprachen,2714617,1260318,"536,,"
70726,{499A9372-F273-4EB3-8134-6DD689B16AA0},Flurname swisstopo,Schwändle,Hochdeutsch inkl. Lokalsprachen,2656631,1207865,"865,,"
97156,{6CD267EA-6E51-439C-96E6-715A73DB3561},Flurname swisstopo,Kirchmatt,Hochdeutsch inkl. Lokalsprachen,2689186,1193284,"442,,"
132134,{331A7D6D-095E-481E-8D52-49BA35E2A82F},Flurname swisstopo,Öli,Hochdeutsch inkl. Lokalsprachen,2705224,1236088,"498,,"
61457,{F1B98992-E9F2-43FF-AAB8-ED67285BDB2C},Flurname swisstopo,Poirerat de vent,Franzoesisch inkl. Lokalsprachen,2580712,1252050,"499,,"
261081,{D516F79B-6878-43B2-A609-5A5590163AB7},Flurname swisstopo,Plandaluf,Hochdeutsch inkl. Lokalsprachen,2781717,1195899,"1263,,"
76121,{30E84846-C760-47F6-999B-57E619BD6137},Flurname swisstopo,Kymshof,Hochdeutsch inkl. Lokalsprachen,2630300,1265982,"348,,"
92066,{9872F092-DD66-4D80-B1C4-6A3015A67121},Flurname swisstopo,Gunteli,Hochdeutsch inkl. Lokalsprachen,2619220,1192233,"796,,"
314735,{8E072CD0-A1AA-4D80-8ACD-456AFB1B560D},Haltestelle Bus,"Bonvillars, La Cour",Franzoesisch inkl. Lokalsprachen,2541237,1187634,"471,"
222820,{75253060-B293-4537-8B3E-8346919076E2},Flurname swisstopo,Champs Erié,Franzoesisch inkl. Lokalsprachen,2562655,1210373,"782,,"
144127,{88353257-D8E0-483F-8FF9-4926B21E3C29},Flurname swisstopo,Birli,Hochdeutsch inkl. Lokalsprachen,2677790,1262509,"456,,"
97219,{6E8BC3F2-B04F-40B3-9C10-DB2FB51243F1},Flurname swisstopo,Rätzeli,Hochdeutsch inkl. Lokalsprachen,2681502,1182891,"2075,,"
24400,{EBE792D2-472B-4763-B917-59AAE0307DF8},Huegel,Heuel,Hochdeutsch inkl. Lokalsprachen,2635066,1260587,"612,,"
217388,{80196545-E21B-420E-B692-D955C7C8F03F},Flurname swisstopo,Tsanville,Franzoesisch inkl. Lokalsprachen,2604308,1106894,"1378,,"
105885,{E5F8B680-D9E9-4981-A4B6-DFCBA32BC6CA},Flurname swisstopo,Setzi,Hochdeutsch inkl. Lokalsprachen,2687694,1294634,"699,,"
176357,{62860190-18F9-46BF-801F-9E608F1009EE},Flurname swisstopo,Champs du Burkli,Franzoesisch inkl. Lokalsprachen,2552757,1202570,"674,,"
322093,{B6CBDF15-70AF-47BD-848E-2045F60DC589},Uebrige Bahnen,Rabgiusa,Rumantsch Grischun inkl. Lokalsprachen,2781545,1144371,"2444,,"
92111,{AD758BD1-2333-41CB-AD04-01A209D0DA9A},Flurname swisstopo,Seewliallmend,Hochdeutsch inkl. Lokalsprachen,2648386,1177754,"635,,"
37243,{E0CCFEDC-53C1-4681-8D89-4935AFB84468},Lokalname swisstopo,Teufbachbrächen,Hochdeutsch inkl. Lokalsprachen,2701587,1205511,"1573,,"
106950,{0184182F-2D7F-4989-8BED-CA395FFE129D},Flurname swisstopo,Härti,Hochdeutsch inkl. Lokalsprachen,2691296,1285634,"419,,"
31983,{6E79D2BC-E87B-41A6-90A3-9464BFFBDF83},Lokalname swisstopo,Piano dei Turnitt,Italienisch inkl. Lokalsprachen,2677869,1127042,"1932,,"
193428,{1B89A839-2A77-4397-ACE7-8C8B055E90C5},Lokalname swisstopo,La Routsette,Franzoesisch inkl. Lokalsprachen,2582519,1149402,"1228,,"
144113,{AD3803C2-DAB2-4CC5-927F-09476686CAB4},Flurname swisstopo,Steigenmättli,Hochdeutsch inkl. Lokalsprachen,2681323,1264139,"397,,"
198229,{37FF890C-D8DD-4866-9FFC-FF78463D255D},Flurname swisstopo,Oltra,Italienisch inkl. Lokalsprachen,2732935,1123625,"328,,"
295248,{D91193CF-BD43-46FF-8F50-36B5DA4C550E},Flurname swisstopo,Chilchenfeld,Hochdeutsch inkl. Lokalsprachen,2606779,1236899,"713,,"
13963,{30608955-FCC2-42B1-B01C-BDEBD105AEA4},Landesgrenzstein,1324.356,k_W,2556200,1100203,"2830,,"
224236,{ACAB57A7-21DD-418A-ACA7-447DA06CF8D0},Lokalname swisstopo,San Carlo,Italienisch inkl. Lokalsprachen,2685715,1157346,"2053,,"
262262,{C8021A43-5598-4014-9A5E-869FF212548B},Flurname swisstopo,Unteri Chremet,Hochdeutsch inkl. Lokalsprachen,2642307,1265673,"307,,"
146903,{A2935D13-8663-48C7-8A25-21E18DBD3339},Flurname swisstopo,Dürenmooshalden,Hochdeutsch inkl. Lokalsprachen,2686873,1230907,"572,,"
298505,{5085B1EB-6B82-4DEA-AF12-2036963861B6},Haltestelle Bahn,Oey-Diemtigen,Hochdeutsch inkl. Lokalsprachen,2610758,1167636,"670,,"
304361,{D57AFB50-5A7F-4937-A624-05018B56AE16},Haltestelle Bus,"Feusisberg, Gemeindehaus",Hochdeutsch inkl. Lokalsprachen,2699177,1227078,"685,"
5456,{3300B4B4-8BA2-44C7-BF31-2394BCA634FF},Offenes Gebaeude,Oberhallau 300m,Hochdeutsch inkl. Lokalsprachen,2678114,1285293,"461,,"
235951,{A04FB9F5-0795-45F4-BAEC-6E74E4500D19},Flurname swisstopo,Fops,Rumantsch Grischun inkl. Lokalsprachen,2719830,1181410,"2092,,"
212214,{E339D66B-DF3A-41A7-A151-F8B4BBBA1CFC},Flurname swisstopo,Wandelegg,Hochdeutsch inkl. Lokalsprachen,2652242,1138502,"1193,,"
189154,{26861135-E675-4FA2-8C1D-574CF5FCE588},Flurname swisstopo,Champ de la Fin,Franzoesisch inkl. Lokalsprachen,2554758,1165758,"817,,"
222734,{51D1CEA3-193E-43FE-99D6-7BC3197BD3C3},Flurname swisstopo,Les Nécherlettes,Franzoesisch inkl. Lokalsprachen,2559923,1209561,"718,,"
144373,{BB24357B-1D5E-424A-BA04-6D0E8DACC635},Flurname swisstopo,Steinacher,Hochdeutsch inkl. Lokalsprachen,2677464,1265882,"425,,"
29497,{4DE2DB50-3715-42A4-A34C-FFDD9F1BBD90},Lokalname swisstopo,God da Cangiroulas,Rumantsch Grischun inkl. Lokalsprachen,2786204,1151655,"1896,,"
231414,{6D29126D-F308-44A8-ACF9-678E717BD2B1},Flurname swisstopo,Moterell,Italienisch inkl. Lokalsprachen,2717167,1133985,"286,,"
43821,{7C03EB38-564B-41B1-BE38-71CDBCBD7A0E},Flurname swisstopo,Undere Schürhag,Hochdeutsch inkl. Lokalsprachen,2586837,1212839,"443,,"
297538,{325A9072-E45A-440E-96D6-8203EE5E56F0},Haltestelle Bahn,Le Noirmont,Franzoesisch inkl. Lokalsprachen,2563535,1230395,"969,,"
23545,{A98FB33B-4765-4EB7-95DB-F479D40087E9},Pass,Tellenpfadlücke,Hochdeutsch inkl. Lokalsprachen,2663672,1203253,"1380,,"
